부서명,소속,직위,전화번호,담당업무
위생과,식품위생팀,주무관,02-3423-7068,"○ 식품접객업 옥외영업 신고(사전 검토) 및 민원처리 ○ 1399민원 총괄 ○ 정보공개청구 처리 총괄(식품위생팀) ○ 국민신문고, 응답소 민원처리[압구정동(행정동), 청담동] ○ 식품위생법 위반업소(식품접객업소) 행정처분"
위생과,식품위생팀,주무관,02-3423-7067,"○ 기획예산, 감사, 총무(안보), 문서접수, 구청장 지시시항 등 ○ 재무？회계, 전산정보, 보안, 물품 관리, 기록물 관리 ○ 개별 주요 업무 외 각종 자료 관리 ○ 시간선택제임기제 공무원 및 공익근무요원 관리 ○ 국민신문고, 120민원 총괄(민원배부) ○ 직원 수당 지급 ○ 행정(단속)차량 관리 ○ 코로나19 관련 식품접객업소 지원 업무(소상공인 손실보상 등) ○ 재난배상책임보험 가입 및 관리 지원"
위생과,식품위생팀,주무관,02-3423-7066,"○ 집단급식소 관리업무(위생교육 미필관리 포함) ○ 식중독 예방관리 및 민원처리 ○ 공유주방 영업등록 및 민원처리 ○ 국민신문고, 응답소 민원처리(역삼동) ○ 식품위생법 위반업소(식품접객업소) 행정처분"
위생과,식품위생팀,주무관,02-3423-7065,"○ 소비자식품위생감시원 운영(관리, 활동비 지급) ○ 식품접객업소 시설조사(문서 배분 및 관리, 처리 등) ○ 식품위생법 행정처분 접수, 배분, 전산입력 및 대장관리 ○ 청문주재관 운영 관리 및 수당 지급 ○ 국민신문고, 응답소 민원처리(삼성동, 대치동, 도곡동) ○ 식품위생법 위반업소(식품접객업소) 행정처분 ○ 지도점검, 행정처분, 유선통보, 시설조사현황 등 식품접객업소 관련 전산입력(데이터) 관리 ○ 처분대장 관리"
위생과,식품위생팀,주무관,02-3423-7091,"○ 식품접객업소 직권 폐업(원스톱 폐업 서비스 포함) ○ 식품접객업소 및 공중위생업소 재난배상책임보험 가입 및 관리(과태료 부과) ○ 어린이 놀이시설 안전점검, 우편물 수령 관리"
위생과,식품위생팀,주무관,02-3423-7099,○출산휴가(2025. 11. 3. ~ 2026. 1. 29.)
위생과,위생안전팀,팀장,02-3423-7071,"○ 위생안전팀 업무 총괄 ○ 식품, 축산물 제조,판매업소 지도・점검 업무 총괄 ○ 이・미용업, 숙박업 등 위생업소 지도・점검 업무 총괄"
위생과,위생안전팀,주무관,02-3423-7074,"○ 축산물 제조・판매업소 총괄 ○ 축산물안전관리 종합계획수립 ○ 축산물가공업, 식육포장처리업, 축산물판매업 - 영업허가・신고처리, 현장시설조사, 품목제조보고 등 - 행정처분 및 행정소송(심판) 관리 - 위생교육, 민원처리, 1399처리, 지도점검 등 ○ 축산물 수거검사 관련 업무 ○ 식품방사능 안전관리에 관한 사항(방사능 검사 등) ○ 음식점, 축산물 원산지 표시 및 이력제 관련 업무 ○ 기타 타직원에 속하지 않는 현안 업무 등"
위생과,위생안전팀,주무관,02-3423-7072,"○ 식품안전관리종합계획 수립 ○ 건강기능식품판매업 관련 업무 - 행정처분 및 행정소송(심판) 관리 - 민원처리, 1399처리, 지도점검 등 - 허위과대광고 관련 민원처리 ○ 유통전문판매업 관련 행정소송(심판)관리 ○ 식품업무관련 통계자료 및 분기보고 등 ○ 식품 및 축산물 수거검사 지원"
위생과,위생안전팀,주무관,02-3423-7083,"○ 공중위생업무 종합계획수립 ○ 목욕장업, 숙박업, 세탁업, 건물위생관리업 관련 업무 - 행정처분 및 행정소송(심판) 관리 - 시설조사, 위생교육, 서비스평가, 민원처리 등 - 목욕장업 수질검사 관련 업무 ○ 공중위생업소 시설조사, 공중위생업소 인터넷 자율점검 ○ 공중위생행정 전산망 관리업무 총괄 ○ 제3종시설물 안전점검 관련 업무 ○ 강남구 명예공중위생감시원 운영"
위생과,위생안전팀,주무관,02-3423-7069,"○ 식품소분업・식품판매업(기타식품판매업, 식품자동판매기영업, 집단급식소 식품판매업, 식용얼음판매업), 식품운반업, 식품보존업, 용기・포장류제조업 - 위생교육, 지도점검, 민원 및 1399처리, 행정처분, 행정소송・심판 ○ 편의점 민원처리 등 소규모 식품판매업소 민원처리 ○ 일반식품 허위과대광고 및 유통전문판매업 관련 업무 - 개포, 세곡, 수서, 일원, 율현, 자곡, 청담, 역삼, 논현동 - 위생교육, 지도점검, 민원 및 1399처리, 행정처분(심판) ○ 건강기능식품판매업 위생교육 관리 ○ 식품 및 축산물 수거검사 지원"
위생과,위생안전팀,주무관,02-3423-7073,"○ 식품제조・가공업, 즉석판매제조가공업 관련 업무 - 영업등록(변경), 현장시설조사, 품목제조보고 등 - 위생교육, 민원처리, 1399처리, 지도점검 등 - 행정처분, 행정소송(심판)관리 ○ 어린이식생활안전관리 관련 업무 총괄 ○ 어린이기호식품 전담관리원 운영 관리 총괄 ○ 전통시장 위생관리 ○ 식품 수거 관련 업무 ○ 시니어감시원 운영 관리"
위생과,위생안전팀,주무관,02-3423-7082,"○ 미용업, 이용업 관련 업무 - 행정처분 및 행정소송(심판) 관리 - 시설조사, 위생교육, 서비스평가, 민원처리 등 ○ 미용업 발전을 위한 지원사업(헤어시대여행사업 추진) ○ 먹는 물 관리법에 의한 다중이용시설 - 「냉・온수기, 정수기 설치신고」 관련 업무 ○ 위생용품 제조업, 위생물수건처리업 관련 업무 ○ 물수건, 먹는샘물 등 수거검사 관련 업무 ○ 일반식품 허위과대광고 및 유통전문판매업 관련 업무 - 대치, 도곡, 삼성, 신사, 압구정동 - 민원처리, 1399처리, 행정처분, 행정소송(심판)관리"
위생과,위생민원팀,팀장,02-3423-7086,"○ 위생민원팀 업무 총괄 ○ 위생민원팀 업무계획 수립 ○ 대외기관 협력 업무 ○ 정보 공개 청구 처리 ○ 각종 통보 처리(식품위생교육대상, 소방서, 치수과 통보)"
위생과,위생민원팀,주무관,02-3423-7096,"○ 식품위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 공중위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 건강기능식품 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 위생용품제조업 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 새올 상담민원, 응답소, 구청장에게 바란다 ○ 위생민원실 운영 예산관리 ○ 기타 타직원에 속하지 아니하는 사항"
위생과,위생민원팀,주무관,02-3423-7094,"○ 식품위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 공중위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 건강기능식품 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 위생용품제조업 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 위생민원 일일결산 및 세외수입처리, 인증기관리, 결산관리 ○ 영업신고 서류 편철"
위생과,위생민원팀,주무관,02-3423-7098,"○ 식품위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 공중위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 건강기능식품 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 위생용품제조업 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 푸드트럭 영업신고 관련 업무"
위생과,위생민원팀,주무관,02-3423-7095,"○ 식품위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 공중위생 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 건강기능식품 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등) ○ 위생용품제조업 영업신고 민원처리(신규, 변경, 지위승계, 폐업 등)"
위생과,위생지원팀,팀장,02-3423-7077,"○ 위생지원팀 업무 총괄 ○ 위생업소 지원사업, 어린이・사회복지급식관리센터 운영, 식품진흥기금 업무 총괄"
위생과,위생지원팀,주무관,02-3423-7075,"○ 어린이・사회복지급식관리지원센터 운영 관리 ○ 효사랑헤어샵 지정 및 지원사업 ○ 효사랑음식점 지정 및 지원사업 ○ 식품진흥기금 관리 및 융자 지원사업 ○ 식품진흥 운용심의회, 기금조례・규칙 관련 사항 ○ 기타 타직원에 속하지 않는 업무"
위생과,위생지원팀,주무관,02-3423-7076,"○ 어린이・사회복지급식관리지원센터 운영 관리 ○ 위생업소 시설개선 지원사업 ○ 위생업소 지원 심의위원회, 조례 관련 사항 ○ 모범음식점 지정 및 지원사업 ○ 기타 위생업소 활성화 지원사업 ○ 서울시 관련 업무(나트륨 섭취 줄이기, 안심식당)"
질병관리과,감염병대응팀,팀장,02-3423-7131,○ 감염병대응팀 업무 총괄
질병관리과,감염병대응팀,주무관,02-3423-7262,"○ 실적관리 및 보고자료 작성, 비축물 관리 ○ 감염병대응센터 운영 및 관리 ○ 1, 2급 법정감염병 신고관리 ○ 수인성？식품매개감염병 관리 ○ 감염병 집단발생 현장 역학조사 지원 ○ 생물테러 이중감시체계사업 운영 ○ 감염병 현장조치 매뉴얼 관리 ○ 재난안전계획 및 재난관리시스템 관리？운영 ○ 감염병 의무교육 관리"
질병관리과,감염병대응팀,주무관,02-3423-7252,"○ 방역소독업무 총괄 ○ 방역기동반, 주민자율방역단(서포터즈) 운영 및 관리 ○ 방역장비(드론, 해충유인살충기, 모기트랩, 모기포집장비 등) 및 약품 관리 ○ 방역소독 민원처리(구바, 주민건의회)"
질병관리과,감염병대응팀,주무관,02-3423-8747,"○ 과서무 ○ 주요업무계획 및 보고자료 총괄 ○ 예산 및 결산, 행정사무감사 ○ 구의회 관련 업무 ○ 회계업무 처리(일상경비 청구, 정산 및 지출) ○ 복무관리, 봉급 및 수당 등"
질병관리과,감염병대응팀,주무관,02-3423-7297,"○ 법정감염병 역학조사 총괄(역학조사관) - 법정감염병(현장, 집단) 역학조사 - 그 외 역학조사 및 역학조사서 작성 ○ 1급, 2급 법정감염병 및 신종감염병 역학조사 ○ 해외 오염지역 입국자 추적조사 관리 ○ 감염취약시설 관리 총괄"
질병관리과,감염병대응팀,주무관,02-3423-6903,○ 방역소독업무 지원 - 모기 유충구제제 배부 - 해충매개 감염병 홍보 등 ○ 소독업소 관리 - 소독업소 (변경)신고 처리 - 소독업소 지도점검 ○ 중대산업재해예방 관련 업무 ○ 시간선택제임기제공무원・기간제 채용 및 복무관리(방역)
질병관리과,감염병대응팀,주무관,02-3423-7135,"○ 법정 소독의무대상시설 관리 ○ 방역장비(드론, 해충유인살충기, 모기트랩, 모기포집장비 등) 및 약품 관리 지원 ○ 시간선택제임기제공무원・기간제 채용 및 복무관리(방역) ○ 방역차량 운영 및 관리"
질병관리과,감염병대응팀,주무관,02)3423-8731,"○ 방역기동반 현장 업무 총괄 ○ 방역 민원처리(120, 구바, 전화민원, 주민센터, 주민건의회 등) ○ 방역장비(드론, 해충유인살충기, 모기트랩, 모기포집장비 등) 및 약품 관리 지원 ○ 감염병 역학조사 지원"
질병관리과,감염병대응팀,주무관,0234237129,○ 법정감염병 역학조사(역학조사관) ○ 감염병 집단발생 현장 역학조사 ○ 의료관련감염병(2급) 신고관리 및 역학조사 ○ 4급 표본감시감염병 신고관리 ○ 질병정보모니터링망 운영 ○ 감염병예방 홍보？교육 ○ 격리치료감염병 입원치료비 지원
질병관리과,감염병대응팀,주무관,02-3423-7243,"○ 방역기동반 현장 업무 지원 ○ 방역 민원처리(120, 구바, 전화민원, 주민센터, 주민건의회 등) ○ 주민자율방역단(서포터즈) 운영 및 관리 지원 ○ 감염병 역학조사 지원"
질병관리과,감염병대응팀,주무관,02-3423-7789,○ 3급 법정감염병 신고관리 및 역학조사 ○ 감염병 집단발생 현장 역학조사 지원 ○ 감염취약시설 관리 ○ 하절기 비상방역대책 업무 ○ 코로나19 관련 업무 등 - 증명서 발급 등 코로나19 민원 처리 - 코로나19 전담 약국 및 치료제 관리 - 코로나19 전담 병？의원 관리 ○ 질병관리과 콜센터 관리 및 지원 ○ C형간염 진단검사 비용 지급
질병관리과,감염병대응팀,주무관,02-3423-6701,"○ 드론 방역 업무 ○ 방역기동반 현장 업무 지원 ○ 방역장비(드론, 해충유인살충기, 모기트랩, 모기포집장비 등) 및 약품 관리 지원"
질병관리과,감염병대응팀,주무관,02-3423-8740,○ 부서 차량 운행 및 관리 ○ 방역 차량 운행 및 관리 ○ 환자 및 검체 이송
질병관리과,감염병예방팀,팀장,02-3423-7101,○ 감염병예방팀 업무 총괄 - 국가예방접종사업 총괄 - 계절 인플루엔자(독감) 예방접종사업 총괄 - 국가결핵관리사업 총괄 ○ 코로나 백신 예방접종사업 - 예방접종실시 및 방문접종팀 구성 운영 - 위탁의료기관 관리 ○ 보건사업 기획 및 평가 - 지역보건의료계획 부서 소관사항
질병관리과,감염병예방팀,주무관,02-3423-7223,"○ 예방접종실 운영 및 민원상담 업무 총괄 - 취약아동 접종기록,국외접종 등록 및 발급민원 - 국가예방접종 및 코로나 접종증명서 발급 - 예방접종관련 각종민원상담 및 민원처리 ○ 국가예방접종 인력관리(시선제,기간제) ○ 예방접종실 응급의약품 관리 ○ 예방접종 백신 및 소모품 관리 ○ HIV/AIDS(에이즈) 환자신고 관리지원 및 한센병 환자관리 지원 ○ 위탁의료기관 방문점검 지원 등"
질병관리과,감염병예방팀,주무관,02-3423-7268,"○ 예방접종사업 관리 업무 총괄 - 예방접종사업 계획 및 평가 - 계절 인플루엔자 예방접종사업 전반 - 보건소 내소, 자체 및 신규 예방접종사업 계획 및 운영 ○ 예방접종의료기관 지정 및 관리 - 예방접종 위탁의료기관 계약 및 교육, 점검 등 관리 ○ 예방접종(계절인플루엔자, 자체) 이상반응 신청 관리 ○ 임시예방접종사업 운영 ○ 지역보건의료계획 예방접종 관련 소관사항 ○ 보건소 의료폐기물 위탁처리"
질병관리과,감염병예방팀,주무관,02-3423-7220,"○ 국가결핵관리사업 업무 총괄 - 국가결핵관리사업 계획 및 평가 - 만성감염병 및 결핵관련 예산 및 회계 관리 - 결핵검진등 의무기관 교육 및 이행점검 관리 - 결핵 역학조사 업무 전반 - 역학조사 설명회 및 회의 운영 - AI 의료영상분석보조서비스 운영 - 국가결핵사업 인력(시선제, 기간제) 관리 ○ 고위험군(결핵취약계층) 결핵검진 관리 - 결핵이동검진관리(외국인, 노인, 노숙인, 장애인 등) ○ 지역보건의료계획 결핵관리사업 관련 소관사항 ○ 정부합동평가 결핵관리사업 지표 관리"
질병관리과,감염병예방팀,주무관,02-3423-7106,"○ 국가예방접종사업 관리 업무 - 코로나19 예방접종사업 운영 전반 - 코로나19 예방접종사업 계획 및 평가 - 어르신 폐렴구균 예방접종사업 전반 ○ 예방접종 위탁의료기관 지정, 관리 및 점검 등 - 코로나19 예방접종 위탁의료기관 계약 및 점검 - 어르신 폐렴구균 위탁의료기관 계약 및 점검 ○ 예방접종 이상반응 상담 및 피해보상 관리 - 코로나19예방접종 후 이상반응 신고 민원 및 상담 - 어르신 폐렴구균 예방접종 이상반응 신청 관리 - 예방접종 피해보상 접수 및 결과통보, 이의신청 관리"
질병관리과,감염병예방팀,주무관,02-3423-7219,○ 국가결핵관리사업 업무 - 공공・민간의료기관 결핵관리 사업(PPM)사업 추진 - 결핵환자 관리 및 의료비 지원 - 접촉자 및 고위험군 결핵검진 등 관리 - 결핵예방 교육 및 홍보 ○ 보건결핵실 운영 총괄 - 보건소 내소 결핵 검진 등 관리 - 결핵실 의료소모품 및 비품 구매 등 관리 전반 - 기타 보건결핵실 업무 관리 ○ 중・고등학교 결핵이동검진 관리 ○ 고위험군(결핵취약계층) 결핵관리사업 지원 ○ 성매개감염병 임상위탁검사
질병관리과,감염병예방팀,주무관,02-3423-7224,"○ 예방접종실 영유아 및 성인 국가예방접종 관리 총괄 - 영유아 및 성인 예방접종 실시, 백신관리 - 보건소 내소 및 방문접종 이상반응 모니터링 - 취학아동 예방접종 확인사업 - 예방접종증명서 발급 - 예방접종 통계, 적기접종 관리, 홍보 - 약품냉장고 관리 모니터링 (보건분소 포함) ○ 코로나19 예방접종사업 의료지원 등 - 보건소 내소접종 및 방문접종 운영 ○ 보건분소(수서분소) 예방접종 업무 지원 ○ 계절 인플루엔자(독감) 예방접종 업무 지원"
질병관리과,감염병예방팀,주무관,02-3423-7108,"○ 집단시설 결핵역학조사 업무 총괄 - 역학조사 실적 관리 - 결핵 발생보고 및 현장조사 - 역학조사 관련 접촉자 검진 관리 및 결과통보 - 역학조사 설명회 및 회의 운영 지원 - 업무종사 제한 및 해제 통지서 발급 등 ○ 고위험군(결핵취약계층) 결핵검진 등 관리 지원 - 결핵이동검진(노인, 노숙인, 장애인 등) 지원 ○ 결핵검진등 의무기관(의료기관 등) 이행점검 관리 ○ 결핵예방교육 및 홍보 지원"
질병관리과,감염병예방팀,주무관,02-3423-7046,○ 국가 및 자체 예방접종 백신관리 - 코로나19 백신 신청 및 의료기관 전배 - 현물백신(코로나19 포함) 유효기한 및 폐기 관리 - 보건소(분소 포함) 및 위탁의료기관 백신 구매 관리 - 위탁의료기관 현물백신비 지급 - 코로나19 예방치료제(이부실드) 백신승인관리 - 위탁의료기관 현물백신 전배 ○ 예방접종위탁의료기관 점검 관리 - 국가예방접종(코로나19 포함) 위탁의료기관 방문점검 - 위탁의료기관 백신 보관 및 실태 점검 등 - 위탁의료기관 자율점검 관리 ○ 보건소 내소접종 및 방문접종 업무 지원
질병관리과,감염병예방팀,주무관,02-3423-7227,○ 보건결핵실 민원업무 관리 - 보건소 내소 결핵 검진 관리 - 건강진단서 발급 상담 및 유소견자 추구관리 - 성매개감염병(STD) 검사 접수 및 상담 - 해외여행자(말라리아 등) 상담 지원 - 기타 보건 결핵실 업무
질병관리과,감염병예방팀,주무관,02-3423-7259,○ 민간공공협력 결핵관리사업(PPM사업) - 강남구 결핵환자 관리 - NON-ppm의료기관 결핵환자 신고및추구관리 - 결핵환자 사례조사 및 비순응환자관리 - 가족 접촉자 검진 및 추구관리 - 취약성평가 및 복약관리 ○ 보건소 결핵환자 관리 ○ 잠복결핵감염자 치료 및 추구관리 ○ 결핵균 병원체 신고관리 ○ 기타 보건 결핵실 업무
질병관리과,감염병예방팀,주무관,02-3423-7229,"○ 집단시설 결핵역학조사 업무 - 결핵 발생보고 및 현장조사 - 역학조사 관련 접촉자 검진 관리 및 결과통보 - 역학조사 설명회 및 회의 운영 지원 - 업무종사 제한 및 해제 통지서 발급 등 ○ 고위험군(결핵취약계층) 결핵검진 등 관리 지원 - 결핵이동검진(노인, 노숙인, 장애인 등) 지원 - 고위험군(취약계층) 결핵 유소견자 추구관리 ○ 결핵검진등 의무기관(의료기관 등) 이행점검 관리 ○ 결핵예방교육 및 홍보 지원 ○ 기타 보건결핵실 업무 지원"
질병관리과,만성질환관리팀,팀장,02-3423-7111,○ 만성질환관리팀 업무 총괄
질병관리과,만성질환관리팀,주무관,0234237112,"○ 대사증후군 예방관리사업 총괄 - 대사증후군관리사업 계획수립 및 평가 - 지역사회 홍보 및 연중 캠페인 추진 - 리플릿, 홍보물 제작배포 및 관리 - 찾아가는 건강상담실 운영 - 대사 DB 입력 및 관리 ○ 소아청소년 대사증후군 예방교실 운영 ○ 역점사업 관리 및 추진실적 제출 ○ FMTP와 지역 보건사업 우수사례 발굴 역량강화 교육과정 - 예산처리 및 교육비 입금 - 교육관련 공문처리 및 교육생 관리"
질병관리과,만성질환관리팀,주무관,02-3423-7288,○ 보건소 대사증후군관리센터 총괄 ○ 대사증후군 관리센터 운영 ○ 찾아가는 대사증후군 건강상담실 운영 ○ 대사증후군관리센터 시간제 및 기간제근로자 인력 채용 및 관리
질병관리과,만성질환관리팀,주무관,02-3423-7132,"○ 암환자 의료비 지원 사업 업무 총괄 - 사업계획 및 평가, 보고 자료 작성 - 암환자의료비지원시스템 전반관리 - 암환자의료비 지원 ○ 서울형 입원 생활비 지원사업 업무 총괄 - 서울형 입원 생활비 지원사업 기간제 근로자 인력관리 및 사업운영 - 서울형 입원 생활비 지원 홍보물 및 교육자료 제작・홍보 - 서울형 입원 생활비 민원상담 및 관련 업무지원"
질병관리과,만성질환관리팀,주무관,02-3423-7134,"○ 심뇌혈관질환 예방・관리사업 - 심뇌혈관 질환 예방관리사업 계획 및 평가 ○ 세곡동・수서동 지역건강증진센터 관리 - 지역사회 건강증진센터 시간제 및 기간제근로자 인력 채용 및 관리 - 지역건강증진센터(세곡동・수서동) 운영 총괄 - 홍보물 제작, 홍보, 평가 및 건강증진센터 관리 및 운영 ○ 희귀난치성질환자 의료비 지원사업 - 희귀난치성질환자 신규 신청서 접수 - 대상자 소득・재산 정기재조사 실시 및 관리 (상・하반기)"
질병관리과,만성질환관리팀,주무관,02-3423-8735,"○ 대사증후군사업 전반에 관한 협조 ○ 아토피・천식 예방관리사업 전반에 관한 사항 - 아토피・천식 예방관리사업 계획 및 평가 - 아토피・천식 안심학교 운영 및 인증관리 - 홍보 및 홍보물 제작, 캠페인 ○ 모바일헬스케어 사업운영 업무 - 직원채용 등 인력관리 및 계획서 작성, 예산처리 ○ 국가암관리 사업 총괄 - 사업계획 및 평가, 보고 자료 작성 ○ 생애전환기 국가건강검진사업 홍보 ○ 의료급여수급권자 국가건강검진사업 홍보"
질병관리과,만성질환관리팀,주무관,02-3423-7114,"○ 세곡동 건강증진센터 업무 - 건강증진센터(세곡, 수서) 운영 계획 수립 및 평가 - 대사증후군관리 사업 운영 및 D/B 관리 등 - 심뇌혈관질환 예방 및 관리 프로그램 운영 및 PHIS 입력 등 - 세곡동 주민 건강관리 서비스 관련 업무 협조(자살, 치매, 염미도, 금연클리닉, 임산부 교실 등) - 건강증진센터 운영 회의 협조(년4회 이상) ○ 모바일헬스케어 사업 운영 협조"
질병관리과,만성질환관리팀,주무관,02-3424-7285,"○ 대사증후군관리센터 업무 - 대상자 체성분 검사 및 영양 상담 - 재등록 대상자 등록 및 추구관리 - 익일 예약자 확인 및 명단 작성 관리 - 홈페이지 예약자 등록 관리 - 센터 소모품(홍보물품) 관리 - 대사 DB 등록자에게 문자 발송 - 영양 상담, 교육 관련 전략 개발, 회의 ○ 모바일헬스케어사업 영양 상담 - 온라인 영양 상담, 교육, 맞춤정보 제공"
질병관리과,만성질환관리팀,주무관,7286,"○ 대사증후군관리센터 업무 - 대상자 검사결과입력 및 운동상담 - 검진사후 대상자 PHIS 연동 및 명단 관리 - 검진 사후 문자 안내 발송 - 센터 비품 관리(전산비품, 전산소모품, 사무용품 등) - 설문지 전자문서등록 - 6개월 추구관리 검진대상자 명단관리 - 운동상담, 교육관련 전략 개발, 회의 - 추구관리 검진대상자 명단관리 - 대사증후군검진자 설문지 시스템 입력 ○ 모바일헬스케어사업 운동 상담 - 온라인 신체활동 상담・교육, 맞춤정보 제공 - 활동량계 모니터링"
질병관리과,만성질환관리팀,주무관,02-3423-7233,"○ 대사증후군관리센터 업무 - 대상자 체성분 검사 및 영양 상담 - 재등록 대상자 등록 및 추구관리 - 시민건강상담 및 대상자 관리 - 시민건강관리 시스템 및 실적관리 - 매월 검사・완료인원 수 작성 - 영양 교육 관련 전략 개발, 회의 ○ 찾아가는 건강상담실 운영 - 일정표 작성, 검진사업장 발굴 및 스케줄 관리, 결과보고서 작성 ○ 모바일헬스케어사업 영양 상담 - 온라인 영양 상담, 교육, 맞춤정보 제공"
질병관리과,만성질환관리팀,주무관,02-3423-7234,"○ 대사증후군관리센터 업무 - 대상자 채혈 검사 및 건강 상담 - 대사검사 등록판정 및 평가 - 재등록 대상자 등록 및 추구관리(DB판정 및 상담 전산등록 관리) - 시민건강상담 및 대상자 관리 - 시민건강관리 시스템 및 실적관리 - 검진사후 대상자 PHIS 연동 및 명단 관리 - 검진 사후 문자 안내 발송 - 검진 기계 정도관리, 시약관리 - 센터 의료 비품 관리 - 업무일지 작성 ○ 모바일헬스케어사업 건강 상담 - 수집된 건강정보 및 서비스 이용확인을 통한 건강상담 및 건강관리 목표 설정 - 건강수치 상시 모니터링 및 의사 연계"
질병관리과,만성질환관리팀,주무관,0234237286,"○ 대사증후군관리센터 업무 - 대상자 검사결과입력 및 운동상담 - 검진사후 대상자 PHIS 연동 및 명단 관리 - 검진 사후 문자 안내 발송 - 센터 비품 관리(전산비품, 전산소모품, 사무용품 등) - 설문지 전자문서등록 - 6개월 추구관리 검진대상자 명단관리 - 운동상담, 교육관련 전략 개발, 회의 - 추구관리 검진대상자 명단관리 - 대사증후군검진자 설문지 시스템 입력 ○ 모바일헬스케어사업 운동 상담 - 온라인 신체활동 상담・교육, 맞춤정보 제공 - 활동량계 모니터링"
건강관리과,건강관리과,과장,02-3423-7270,건강관리과 업무 총괄
건강관리과,모자건강팀,팀장,02-3423-7271,모자건강팀 업무 총괄
건강관리과,모자건강팀,주무관,02-3423-7277,건강관리과 과서무
건강관리과,모자건강팀,주무관,02-3423-7058,생애초기 건강관리사업 임신사전건강관리지원사업 고위험 청소년임산부 의료비지원
건강관리과,모자건강팀,주무관,02-3423-7278,"남성 난임 지원사업, 한의약 난임 지원, 35세 이상 임산부 의료비 지원, 부서 특근매식비, 공공요금 지급"
건강관리과,모자건강팀,주무관,02-3423-7103,"모자건강팀 서무, 산모 산후조리경비 지원, 사랑맘 건강센터 운영 총괄"
건강관리과,모자건강팀,주무관,02-3423-7105,"난임부부 시술비 지원사업, 냉동난자 사용 보조생식술 지원사업, 정난관 복원 시술비 지원사업, 영구 불임 예상 난자정자 냉동 지원사업"
건강관리과,모자건강팀,주무관,02-3423-7261,"산모신생아 건강관리 지원, 산후건강관리비용지원, (아동)저소득층 기저귀 조제분유 지원, (아동)선천성 난청검사 및 보청기 지원, 선천성 대사이상 검사비지원 및 환아관리"
건강관리과,모자건강팀,주무관,02-3423-7104,"산후조리원 관리, 소아청소년 야간휴일 진료센터 운영, 영유아 건강검진사업(발달정밀검사비 지원 및 홍보), 미숙아 및 선천성이상아 의료비 지원, 강남구 간호사회 총괄"
건강관리과,모자건강팀,주무관,0234237245,"사랑맘 건강센터 운영 관리, 임산부 검사 및 등록 관리(맘 편한 임신 종합 서비스 등록), 임신 사전 건강관리 지원사업"
건강관리과,모자건강팀,주무관,02-3423-7170,생애 초기 건강 관리 사업
건강관리과,모자건강팀,주무관,02-3423-7167,생애초기 건강관리 사업
건강관리과,모자건강팀,주무관,02-3423-7166,생애초기 건강관리 사업
건강관리과,방문돌봄팀,주무관,02-3423-7274,"방문건강관리사업(총괄,서무)"
건강관리과,방문돌봄팀,주무관,02-3423-8745,"방문건강관리사업 예산, 물품, 폭염 및 한파관리, 재가암"
건강관리과,방문돌봄팀,주무관,02-3423-7759,개포2동 방문건강관리사업
건강관리과,방문돌봄팀,주무관,02-3423-7319,방문건강관리사업(신사동)
건강관리과,방문돌봄팀,주무관,02-3423-7637,방문건강관리사업(압구정동)
건강관리과,방문돌봄팀,주무관,02-3423-7707,방문건강관리사업(청담동)
건강관리과,방문돌봄팀,주무관,02-3423-7418,방문건강관리사업(논현1동)
건강관리과,방문돌봄팀,주무관,02-3423-7419,방문건강관리사업(논현1동)
건강관리과,방문돌봄팀,주무관,02-3423-7544,방문건강관리사업(논현2동)
건강관리과,방문돌봄팀,주무관,02-3423-7537,방문건강관리사업(논현2동)
건강관리과,방문돌봄팀,주무관,02-3423-8603,방문건강관리사업(역삼1동)
건강관리과,방문돌봄팀,주무관,02-3423-8617,방문건강관리사업(역삼1동)
건강관리과,방문돌봄팀,주무관,02-3423-8645,방문건강관리사업(역삼1동)
건강관리과,방문돌봄팀,주무관,02-3423-8632,방문건강관리사업(역삼1동)
건강관리과,방문돌봄팀,주무관,02-3423-7393,방문건강관리사업(역삼2동)
건강관리과,방문돌봄팀,주무관,02-3423-7367,방문건강관리사업(역삼2동)
건강관리과,방문돌봄팀,주무관,02-3423-7819,방문건강관리사업(삼성1동)
건강관리과,방문돌봄팀,주무관,02-3423-8218,방문건강관리사업(삼성2동)
건강관리과,방문돌봄팀,주무관,02-3423-8316,방문건강관리사업(대치1동)
건강관리과,방문돌봄팀,주무관,02-3423-8444,방문건강관리사업(대치2동)
