부서,페이지,정보
감사담당관,1,감사담당관 | 감사담당관 | 감사담당관 업무 총괄 | 02-2116-2520
보건소,83,교통행정과 / 자동차관리팀 | 주무관 | 자동차등록번호판 민원처리 및 행정처분 | 02-2116-4053
보건소,83,교통행정과 / 자동차관리팀 | 주무관 | 특별사법경찰 운행정지 | 02-2116-4049
보건소,83,교통지도과 | 교통지도과장 | 교통지도과 업무총괄 | 02-2116-4110
보건소,83,교통지도과 / 주차지도팀 | 주차지도팀장 | 주차지도팀 업무 총괄 | 02-2116-4089
보건소,83,교통지도과 / 주차지도팀 | 주무관 | 과 서무 | 02-2116-4088
보건소,83,교통지도과 / 주차지도팀 | 주무관 | 사전통지서 발송 등 | 02-2116-4084
보건소,83,"교통지도과 / 주차지도팀 | 주무관 | 상담민원, 주차민원처리 등 | 02-2116-4085"
보건소,83,"교통지도과 / 주차지도팀 | 주무관 | 의견진술접수, 의견진술심의회 운영 | 02-2116-4083"
보건소,83,"교통지도과 / 주차지도팀 | 주무관 | 상담민원, 주차민원처리 , 시선임급여 등 | 02-2116-4086"
보건소,84,"교통지도과 / 주차지도팀 | 주무관 | cctv불법주정차 단속, 스마트 불편신고 | 02-2116-4908"
보건소,84,교통지도과 / 주차세입팀 | 주차세입팀장 | 주차세입팀 업무 총괄 | 02-2116-4095
보건소,84,"교통지도과 / 주차세입팀 | 주무관 | 과태료부과, 특별회계세입, 부동산압류 및 해제 | 02-2116-4094"
보건소,84,"교통지도과 / 주차세입팀 | 주무관 | 차량압류등록, 말소차량관리 등 | 02-2116-4093"
보건소,84,교통지도과 / 교통시설팀 | 교통시설팀장 | 교통시설팀 업무총괄 | 02-2116-4109
보건소,84,교통지도과 / 교통시설팀 | 주무관 | 교통시설민원(교통안전시설물 계획 및 공사) 바닥신호등 관리 등 | 02-2116-4108
보건소,84,"교통지도과 / 교통시설팀 | 주무관 | 교통시설물(안전표지판)계획 및 공사 교통시설민원(안전표지판, 반사경) 무인교통단속장비 설치 및 관리, 옐로카펫 관련업무 | 02-2116-4104"
보건소,84,"교통지도과 / 교통시설팀 | 주무관 | 교통영향평가 협의 및 검토, 교통개선계획 | 02-2116-4105"
보건소,84,교통지도과 / 교통시설팀 | 주무관 | 어린이보호구역 내 미끄럼방지포장 계획 및 공사 보행신호 음성안내 보조장치 설치 안전펜스 | 02-2116-4106
보건소,84,교통지도과 / 교통시설팀 | 주무관 | ㅇ 보호구역 업무 총괄 ㅇ 교통시설민원(볼라드. 시선유도봉) ㅇ 교통안전지도사 관련업무 | 02-2116-4107
보건소,85,교통지도과 / 주차장관리팀 | 주차장관리팀장 | 주차장관리팀 업무 총괄 | 02-2116-4103
보건소,85,"교통지도과 / 주차장관리팀 | 주무관 | 거주자우선주차, 부설주차장관리 , 전기차충전시설 확충 | 02-2116-4102"
보건소,85,"교통지도과 / 주차장관리팀 | 주무관 | 공영주차장 조성 업무, 주차장수급실태조사 | 02-2116-4099"
보건소,85,"교통지도과 / 주차장관리팀 | 주무관 | 그린파킹 주차장조성사업 추진 총괄, 부설주차장관리(중계,하계) | 02-2116-4101"
보건소,85,"교통지도과 / 주차장관리팀 | 주무관 | ㅇ 공영, 민영 주차장 서비스공단 관련 ㅇ 부설주차장(공릉동) ㅇ 주차관련 통계 | 02-2116-4098"
보건소,85,"교통지도과 / 주차장관리팀 | 주무관 | 부설주차장 개방, 공유 활성화 사업추진 부설주차장 지도점검 및 관리(월계동) 기계식주차장 총괄 관리 | 02-2116-4100"
보건소,85,토목과 | 토목과장 | - 토목과 업무 총괄 | 02-2116-4160
보건소,85,토목과 / 토목팀 | 토목팀장 | 토목팀 업무총괄 | 02-2116-4145
보건소,85,토목과 / 토목팀 | 주무관 | - 서무 | 02-2116-4144
보건소,85,"토목과 / 토목팀 | 주무관 | 도로계획, 도로사업 미집행 도시계획 | 02-2116-4141"
보건소,86,"토목과 / 토목팀 | 주무관 | 미집행 도시계획 상계6,7동 담당(민원 협의 등) | 02-2116-4142"
보건소,86,토목과 / 토목팀 | 주무관 | 소송 및 매수청구 공사장 현황 및 대장관리 하자검사 및 각종 통계업무 상계1동 민원처리 | 02-2116-4129
보건소,86,토목과 / 도로관리팀 | 도로관리팀장 | 도로관리팀 업무 총괄 | 02-2116-4150
보건소,86,"토목과 / 도로관리팀 | 주무관 | 도로시설물, 보수공사 제설 업무 총괄 | 02-2116-4149"
보건소,86,"토목과 / 도로관리팀 | 주무관 | 포장도로 보수공사 상계5동 담당(민원, 협의 등) | 02-2116-4147"
보건소,86,"토목과 / 도로관리팀 | 주무관 | - 도로 및 도로시설물 순찰, 유지 관리 등 | 02-2116-4143"
보건소,86,"토목과 / 도로관리팀 | 주무관 | 영조물 보험, 도로시설물 시스템 관리 상계3.4동 담당(민원, 협의 등) | 02-2116-4146"
보건소,86,"토목과 / 도로관리팀 | 주무관 | 제설, 부서 현장사무실 관리 | 02-2116-4132"
보건소,86,"토목과 / 도로관리팀 | 주무관 | 도로기동반 관리 중계동 담당(민원, 영조물 등) | 02-2116-4130"
보건소,86,"토목과 / 도로관리팀 | 주무관 | 제설차량 운전, 도로 및 도로시설물 순찰 응답소 민원처리 | 02-2116-4137"
보건소,87,"토목과 / 도로관리팀 | 주무관 | · 도로, 시설물 등 순찰, 점검 | 02-2116-4133"
보건소,87,토목과 / 도로관리팀 | 공무직 | 응답소 민원처리 | 02-2116-4140
보건소,87,토목과 / 지하안전보도팀 | 지하안전보도팀장 | 지하안전보도팀 업무 총괄 | 02-2116-4163
보건소,87,"토목과 / 지하안전보도팀 | 주무관 | 지하안전, 보도관리 | 02-2116-4148"
보건소,87,"토목과 / 지하안전보도팀 | 주무관 | 지하시설물, 보도정비 월계동 담당(민원, 협의 등) | 02-2116-4153"
보건소,87,"토목과 / 지하안전보도팀 | 주무관 | 보도정비 지하안전관리(지하안전법) 관련업무 공릉1동, 상계8, 9동 담당 (민원, 건축협의, 영조물 등) | 02-2116-4208"
보건소,87,"토목과 / 지하안전보도팀 | 주무관 | 보도유지관리 관련 업무 거리모니터링단 운영 공릉2동, 상계10동 담당(민원, 건축협의, 영조물 등) | 02-2116-4162"
보건소,87,토목과 / 도로굴착팀 | 도로굴착팀장 | 도로굴착팀 업무총괄 | 02-2116-4156
보건소,87,토목과 / 도로굴착팀 | 주무관 | 굴착복구 정비공사 | 02-2116-4155
보건소,87,"토목과 / 도로굴착팀 | 주무관 | 도로굴착복구 허가 및 준공 상계2동, 하계동 담당(민원, 협의 등) | 02-2116-4154"
보건소,88,토목과 / 도로조명팀 | 도로조명팀장 | 도로조명팀 총괄 | 02-2116-4159
보건소,88,토목과 / 도로조명팀 | 주무관 | 가로등 유지관리 | 02-2116-4158
보건소,88,토목과 / 도로조명팀 | 주무관 | 지하보차도 기전시설 유지관리 보안등 유지관리 | 02-2116-4161
보건소,88,토목과 / 도로조명팀 | 주무관 | 보도육교 승강기 및 CCTV 유지관리 기전시설물 순찰 및 점검 | 02-2116-4157
보건소,88,치수과 | 치수과장 | 치수과 업무 총괄 | 02-2116-4190
보건소,88,치수과 | 주무관 | · 화랑대철도공원 운영 및 관리 | 02-2116-0666
보건소,88,치수과 / 물관리팀 | 물관리팀장 | - 물관리팀 업무 총괄 | 02-2116-4173
보건소,88,치수과 / 물관리팀 | 주무관 | - 과 서무 - 예산 | 02-2116-4172
보건소,88,치수과 / 물관리팀 | 주무관 | - 풍수해 대책 추진 총괄 - 하천시설물 유지관리 총괄 - 담당하천 : 중랑천 | 02-2116-4170
보건소,88,치수과 / 물관리팀 | 주무관 | - 침수방지시설 설치 지원 - 재해영향평가 관련 업무 - 시특법 시설물 관련 업무 - 담당하천 : 당현천 | 02-2116-4168
보건소,89,"치수과 / 물관리팀 | 주무관 | - 시특법 시설물 관련 업무(보조) - 수방자재관리, 풍수해보험, 하천순찰단 - 하천 살피미단 운영 - 하천유지용수(중랑천 용수 분담금) 업무 - 하자검사, 공사대장 관리 업무 - 담당하천 : 우이천 | 02-2116-4169"
보건소,89,"치수과 / 물관리팀 | 주무관 | NDMS, 동행파트너운영, 묵동천 관리 | 02-2116-4171"
보건소,89,치수과 / 하수팀 | 하수팀장 | 하수팀 업무 총괄 | 02-2116-4179
보건소,89,"치수과 / 하수팀 | 주무관 | -하수시설물 유지관리 등 예산업무 - 소구역 하수관로 정비 총괄(2공구) 및 감리 - 담당동 : 상계3,4동, 월계동 | 02-2116-4167"
보건소,89,"치수과 / 하수팀 | 주무관 | - 하수도 통계 - 배수설비 설치 및 하수악취·오접 관리 - 하수암거 유지관리 - 하수도 원인자부담금 - 공공하수도 설치인가 및 사용개시 공고 - 담당동 : 상계5,8,9,10동, 공릉 | 02-2116-4192"
보건소,89,"치수과 / 하수팀 | 주무관 | - 침사지 유지관리 - 하수맨홀 유지관리 - 유수장애물 시설물 관리 - 기동반(공무직, 기간제근로자) 급여 및 수당 - 담당동 : 상계2, 중계동 | 02-2116-4186"
보건소,89,치수과 / 하수팀 | 주무관 | - 응답소민원처리 | 02-2116-4166
보건소,89,치수과 / 수변관리팀 | 수변관리팀장 | - 수변관리팀 업무 총괄 | 02-2116-4201
보건소,89,치수과 / 수변관리팀 | 주무관 | - 생태하천(당현천) 복원사업 - 경춘철교 교량분수 전망대 조성 | 02-2116-4202
보건소,89,치수과 / 수변관리팀 | 주무관 | - 수변활력거점 조성 - 하천제설 | 02-2116-4203
보건소,90,치수과 / 하천설비팀 | 하천설비팀장 | - 하천설비팀 업무 총괄 | 02-2116-4184
보건소,90,"치수과 / 하천설비팀 | 주무관 | - 수방시설 전기설비 유지관리 총괄 (펌프장, 간이펌프장, 수문, 저류조) - 수방시설물 원격제어시스템 개량 및 유지관리 - 하천기전시설 유지관리 총괄(전기) - 하천 조명시설(보안등, 경관조명) 신설 및 개량사업 - 당현천 가압장 전기설비 유지관리 | 02-2116-4183"
보건소,90,"치수과 / 하천설비팀 | 주무관 | - 하천기전시설 유지보수 및 민원처리(조명, CCTV 등) - 수방시설물 전기설비 유지보수 - 하천 수위관측소, 강우량계 유지관리 - 재난(풍수해) 예․경보 시스템 및 문자전광판 유지관리 - 하천진입 원격차단시설 유지관리 - 자가용전기설비 안전진단 및 안전관리대행 용역 관리 - 하수관로 수위 모니터링시스템 유지관리 | 02-2116-4181"
보건소,90,"치수과 / 하천설비팀 | 주무관 | - 수방시설 기계설비 유지관리 (펌프장, 간이펌프장, 수문, 저류조) - 수방시설 기계설비 신설 및 개량 - 당현천 분수시설(음악, 바닥) 유지관리 및 운영 - 빗물펌프장 소방시설 유지관리 - 하천기전시설 유지관리 총괄(기계) - 경춘철교 교량분수 설치사업 | 02-2116-4180"
보건소,90,"치수과 / 하천설비팀 | 주무관 | - 공릉1 빗물펌프장 시설 운영(전기) - 당현천 가압장 시설운영(전기) - 간이펌프장, 수문점검 관리 | 02-2116-4198"
보건소,90,치수과 / 하천설비팀 | 주무관 | - 공릉2빗물펌프장 시설운영(전기) - 공릉2빗물펌프장 전기안전관리자 - 당현천가압장 시설운영(전기) - 간이펌프장.수문점검관리 | 02-2116-4196
보건소,90,치수과 / 하천설비팀 | 주무관 | - 공릉2빗물펌프장 시설운영(기계) - 당현천가압장 시설운영(기계) - 간이펌프장.수문점검관리 | 02-2116-4195
보건소,90,힐링도시국 | 힐링도시국장 | 힐링도시국 업무 총괄 | 02-2116-3077
보건소,90,푸른도시과 | 푸른도시과장 | 부서 업무 총괄 | 
보건소,90,푸른도시과 / 공원기획팀 | 공원기획팀장 | 공원기획팀 업무총괄 | 02-2116-3948
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 힐링도시국 국서무 | 02-2116-3947
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 수락산 동막골 자연휴양림 조성사업 수락산 목조건축 실연 및 유아숲체험장 리모델링 사업 등 | 02-2116-3946
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 시공원 보수정비사업 총괄 수락산 불암산 근린공원 조성 및 유지 관리 등 | 02-2116-3966
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 과서무 | 02-2116-3945
보건소,91,"푸른도시과 / 공원기획팀 | 주무관 | 초안산(비석골),영축산 근린공원 조성 및 유지관리 - 시, 구 재산관리(실태조사, 자산등록), 소모품 구매 등 초안산 무장애숲길 조성사업 초안산, 영축산 장기미집행 및 구역 보상 업무 초안산 영축산 위탁 및 점용(행위)허가 등 관리 초안산 근무 시간선택제임기제 복무 관리 및 인건비 지급 산림 내 자연발효식 화장실 정비 및 유지관리 | 02-2116-3943"
보건소,91,"푸른도시과 / 공원기획팀 | 주무관 | 공원, 녹지, 산림분야 공원등 유지관리 - 공원, 녹지, 산림, 마을마당 등 공원녹지분야 공원등 신설 및 개량공사 공원녹지 CCTV 설치 및 유지관리 | 02-2116-3952"
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 공무직 등 현장인력 수급 및 근무상황 관리 총괄 공원녹지분야 기간제근로자 채용 총괄 산업안전보건관리 총괄 | 02-2116-3957
보건소,91,푸른도시과 / 공원기획팀 | 주무관 | 시공원 유지관리 보조 | 02-2116-0899
보건소,91,푸른도시과 / 자연생태팀 | 자연생태팀장 | 자연생태팀 업무총괄 | 02-2116-3955
보건소,91,푸른도시과 / 자연생태팀 | 주무관 | 산사태 예방 및 사방사업 목공소 운영 및 유지관리 안전취약시설 보수보강사업 | 02-2116-3931
보건소,92,"푸른도시과 / 자연생태팀 | 주무관 | 산불예방사업 불암산 힐링타운 유지관리 (철쭉동산, 순환산책로, 주차장, 힐링가든 등) 야생동물 관리 산림 위험수목 정비사업 생활주변 위험수목 정비사업 | 02-2116-3953"
보건소,92,푸른도시과 / 자연생태팀 | 주무관 | 산림병해충 예찰 및 방제사업 소나무재선충병 긴급 방제사업 생태경관보전지역 보존 및 관리 생활권 수목진료 민간컨설팅 목재생산업 | 02-2116-3954
보건소,92,"푸른도시과 / 수락·불암산팀 | 수락불암산팀장 | 수락불암산팀 업무 전반에 관한 사항 제안, 검토 사업계획 수립 등 산림 분야 기획 | 02-2116-3973"
보건소,92,"푸른도시과 / 수락·불암산팀 | 주무관 | 산림관리(수락산) - 소관구역 내 각종 행위허가 처리(협의) - 불법사항 단속 및 조치 도시자연공원구역 관리(수락산) - 소관구역 내 보상 및 인허가 업무 수락산 등산로 정비사업(유지관리) 수락산 무장애숲길 조성사업 수락산 내 임야 훼손지 도시계획시설(공원) 결정 용역 토착수종 식재 및 도시숲 복원사업, 탄소저감 조림사업 산지형 공원 야외 소규모 운동시설 관리(수락산) 초안산 전망대 조성사업 | 02-2116-3950"
보건소,92,푸른도시과 / 수락·불암산팀 | 주무관 | 산림관리(불암산) -소관구역내 각종 행위허가(신고)처리 및 협의 도시자연공원구역관리(불암산) -소관구역내 보상 및 인허가 업무 불암산 등산로 정비사업 및 유지관리 숲가꾸기 사업 | 02-2116-3964
보건소,92,"푸른도시과 / 수락·불암산팀 | 주무관 | 인건비 지급 및 공공근로, 지역일자리 총괄 산림 내 화장실(12개소) 시설개선 및 유지관리 둘레길 정비사업 및 유지관리 둘레길·등산로 살피미단 운영 수락산 자락길 및 무장애숲길 유지관리 수락산․불암산 치유의 숲길 유지관리 먹는물 공동시설 관리(심정청소 및 유지관리) | 02-2116-4942"
보건소,92,푸른도시과 / 백만그루사업팀 | 백만그루사업팀장 | 백만그루사업팀 업무 총괄 | 02-2116-2712
보건소,92,푸른도시과 / 백만그루사업팀 | 주무관 | ○ 백만그루 나무심기 | 02-2116-3971
보건소,92,"푸른도시과 / 백만그루사업팀 | 주무관 | 개발제한구역 업무처리(상계3.4동) -행위허가(신고)처리 협의 전반업무 -행정소송, 심판 등 법적사무처리 | 02-2116-0563"
보건소,92,"푸른도시과 / 백만그루사업팀 | 주무관 | ○ 개발제한구역 업무처리(상계1·5·9동,하계1동,중계동) - 행위허가(신고)처리 및 협의 전반 - 행정소송, 심판 등 법적 사무 처리 - 위법행위 단속 및 시정계고, 고발조치 등 ○ 개발제한구역 지도점검 및 민원처리 (상계1·5·9동,하계1동,중계동) ○ 주민지원사업 및 생활비용 보조사업 추진 | 02-2116-0561"
보건소,93,"푸른도시과 / 백만그루사업팀 | 주무관 | 개발제한구역 업무처리(중계, 하계) - 행위허가(신고) 처리 및 협의 전반 - 행정소송, 심판 등 법적 사무 처리 - 위법행위 단속 및 시정계고, 고발처리 등 개발제한구역 점검 및 민원처리(중계, 하계) 순찰 차량 유지관리 등 | 02-2116-0564"
보건소,93,정원도시과 | 정원도시과장 | 정원도시과 업무 총괄 | 02-2116-0880
보건소,93,정원도시과 / 정원기획팀 | 정원기획팀장 | 정원기획팀 업무 총괄 | 02-2116-3980
보건소,93,정원도시과 / 정원기획팀 | 주무관 | 과서무 구청장 요청사항 관리 및 타부서 협조업무 부서 물품 및 비품관리 | 02-2116-0882
보건소,93,정원도시과 / 정원기획팀 | 주무관 | 구청장 지시사항 및 주요 단일사업 추진 공원조성계획 및 도시계획 업무 도시공원 재조성 및 신규 조성사업 (근린·문화·주제공원) 기부채납공원(재개발·재건축) 조성 및 인수 생활공원 재생사업 팀소관 회의자료 작성 및 총괄 | 02-2116-3969
보건소,93,"정원도시과 / 정원기획팀 | 주무관 | ◦ 공원조성계획 및 도시계획 업무(어린이공원, 소공원) ◦ 재개발·재건축사업 등 기부채납공원 협의, 조성 및 인수 ◦ 화랑대철도공원 이탈리아관 조경 공사 ◦ 어린이공원 시설개선 ◦ 통합놀이터 조성(어린이공원) ◦ 하계공원 놀이복합문화공간 및 시설개선 | 02-2116-0884"
보건소,93,정원도시과 / 정원기획팀 | 주무관 | 공원등 유지관리 공원등 신설 및 개량공사 공원녹지 CCTV 설치 및 유지관리 | 02-2116-3942
보건소,93,정원도시과 / 생활공원팀 | 생활공원팀장 | 생활공원팀 업무 총괄 | 02-2116-0881
보건소,93,"정원도시과 / 생활공원팀 | 주무관 | 근린․문화․체육공원(비석골 제외) 유지관리, 정비사업 (월계,공릉,상계) 물놀이장 운영 총괄 및 물놀이장 유지관리(월계) 노원불빛정원 경관개선 놀이활동가(놀이터지킴이) 운영 | 02-2116-3944"
보건소,93,정원도시과 / 생활공원팀 | 주무관 | 공무직 인건비 지급 및 근무상황관리 정원도시과 기간제 채용 총괄 생활공원팀 기간제 근로자 관리 | 02-2116-0883
보건소,94,"정원도시과 / 생활공원팀 | 주무관 | 어린이공원·소공원 유지관리, 정비사업, 점용허가(중계,월계,공릉) 물놀이장 운영, 공원 내 수경시설 유지관리(중계,월계,공릉) 총괄 정원기획팀 인력(기간제근로자, 공공근로 등) 복무 관리, 급여지급 공원 내 화장실(야간 관리 포함), 비상벨 현황 및 관리 | 02-2116-3975"
보건소,94,"정원도시과 / 생활공원팀 | 주무관 | 근린공원(중계, 하계) 물놀이장 및 수경 시설 운영 및 유지관리(중계) | 02-2116-3968"
보건소,94,"정원도시과 / 생활공원팀 | 주무관 | 어린이공원·소공원 유지관리(상계, 하계) 공원 내 물놀이장, 수경시설 운영 및 유지관리(상계) 모래놀이터 모래소독 공원보안관 운영 기간제근로자(모래소독) 복무관리 및 급여 등 | 02-2116-3932"
보건소,94,정원도시과 / 생활공원팀 | 주무관 | 도시공원(상계권역) 현장관리 및 순찰(단속) | 02-2116-3951
보건소,94,"정원도시과 / 생활공원팀 | 주무관 | 도시공원(중계,하계권역) 현장관리 및 순찰 | 02-2116-4934"
보건소,94,정원도시과 / 생활공원팀 | 주무관 | 도시공원(월계․공릉권역) 현장관리 및 순찰·단속 | 02-2116-3974
보건소,94,정원도시과 / 조경팀 | 조경팀장 | 조경팀 업무 총괄 | 02-2116-3962
보건소,94,"정원도시과 / 조경팀 | 주무관 | 가로수・띠녹지 조성 및 유지관리(가지치기, 위험수목 정비 등) 노원역 고가하부 그린아트길 조성 가로수 생육환경개선 및 녹지량 확충사업 재건축 공동주택 관련 기부채납 협의(가로수, 띠녹지) 도시계획시설 지정・해제 관련 재개발사업․건축허가 조경협의(단지조경, 시설녹지) | 02-2116-3958"
보건소,94,정원도시과 / 조경팀 | 주무관 | ○ 시설녹지 조성 및 관리 ○ 맨발길 조성 및 관리 ○ 도시구조물 벽면녹화사업 조성 관리 ○ 녹색커튼 조성・관리사업 ○ 푸른도시 서울상 공모사업 | 02-2116-3941
보건소,94,"정원도시과 / 조경팀 | 주무관 | 꽃과 정원의 도시, 노원 추진 (특화화단, 걸이화분, 가로화분 등) 우리동네 동행매력정원 추진 가로정원 및 걷고싶은 길 조성관리 가로변 공유정원 조성 시민주도 도시녹화 주민제안사업 초록모아 키즈가든 조성, 도시소생태계 조성 공공시설 실내정원 조성 푸른도시 서울상 공모사업 | 02-2116-3961"
보건소,95,"정원도시과 / 조경팀 | 주무관 | 조경팀, 하천팀 인건비 지급 및 4대보험 등 업무처리 조경팀 행정차량 관리 나무돌보미 | 02-2116-3960"
보건소,95,정원도시과 / 조경팀 | 주무관 | 마을마당 및 지정보호수 관리 수목식재 사후관리 | 02-2116-0652
보건소,95,정원도시과 / 조경팀 | 주무관 | 조경팀 가로녹지대 현장 관리 | 02-2116-3978
보건소,95,정원도시과 / 조경팀 | 주무관 | 가로녹지대 조경팀 현장관리 및 순찰 | 02-2116-4937
보건소,95,정원도시과 / 하천조경팀 | 하천조경팀장 | 하천조경팀 업무총괄 | 
보건소,95,"정원도시과 / 하천조경팀 | 주무관 | 하천 생태계교란식물 제거사업 추진 하천 위험수목 정비사업 추진 하천 녹지 대장 관리 하천녹지 점용관련 협의(당현천, 묵동천, 우이천) | 02-2116-0653"
보건소,95,정원도시과 / 하천조경팀 | 주무관 | 하천녹지 유지관리(중랑천) 하천녹지 점용관련 협의(중랑천) 중랑천 생태복원 및 녹화사업 중랑천 파크골프장 및 황톳길 유지관리 | 02-2116-0651
보건소,95,"정원도시과 / 하천조경팀 | 주무관 | 하천 녹지경관 개선 및 지역 명소화 현장 관리 (중랑천, 당현천, 우이천, 묵동천) 하천구역(저수호안, 제방, 둔치) 내 수목·초화류 및 자생 녹지공간 현장 관리 및 민원 처리 공무직, 기간제 등 현장근로자 현장복무 관리 하천조경팀 현장 물품 및 장비 관리 | "
보건소,95,여가도시과 | 여가도시과장 | 여가도시과 업무 총괄 | 02-2116-0542
보건소,95,여가도시과 | 주무관 | · 노원기차마을2관(이탈리아관) 조성 사업 추진 · 화랑대철도공원 운영 및 관리 | 02-2116-0668
보건소,96,여가도시과 | 주무관 | 동 서무 | 02-2116-2833
보건소,96,"여가도시과 | 주무관 | - 청소, 수방 및 제설 - 재난안전 총괄 | 02-2116-2776"
보건소,96,여가도시과 | 주무관 | o 발급여권 및 여권발급신청서 관리 o 발급여권 대조확인 o 여권교부 및 여권대조 판독 o 6개월경과 미 수령 여권 관리 o 여권심사 지원 | 02-2116-3287
보건소,96,여가도시과 / 여가시설운영팀 | 여가시설운영팀장 | 여가시설운영팀 업무 총괄 | 02-2116-0543
보건소,96,여가도시과 / 여가시설운영팀 | 주무관 | o 과서무 | 02-2116-0544
보건소,96,여가도시과 / 여가시설운영팀 | 주무관 | · 국산목재 목조건축 실연사업 추진(영축산 산림복합체험센터 건립) · 초안산캠핑장 운영지원 | 02-2116-0625
보건소,96,여가도시과 / 여가시설운영팀 | 주무관 | ◦ 정원지원센터 리모델링 추진 및 운영 관리 ◦ 수국축제 ◦ 힐링타운 주차장 | 02-2116-0624
보건소,96,여가도시과 / 여가시설운영팀 | 산림치유센터장 | · 산림치유센터 총괄 | 02-2116-2725
보건소,96,여가도시과 / 여가시설운영팀 | 산림치유센터 운영요원 | · 산림치유센터 운영요원 | 02-2116-0539
보건소,96,"여가도시과 / 여가시설운영팀 | 주무관 | 도자기체험장, 기간제근로자 | 02-2116-0545"
보건소,97,여가도시과 / 여가시설운영팀 | 주무관 | · 산림치유센터 운영관리 | 02-2116-0538
보건소,97,여가도시과 / 여가시설운영팀 | 도자기체험장센터장 | · 도자기체험장 총괄 | 02-3297-3953
보건소,97,"여가도시과 / 여가시설운영팀 | 나비정원장 | 불암산나비정원장 나비정원 총괄 운영관리 나비사육, 곤충사육, 식물사육, 전시장관리, 교육프로그램 운영 등 | 02-2116-0558"
보건소,97,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | 나비정원 운영요원 | 02-2116-0553
보건소,97,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | 나비정원 운영요원 | 02-2116-0559
보건소,97,여가도시과 / 여가시설운영팀 | 나비정원 운영요원 | · 나비정원 운영요원 | 02-2116-0557
보건소,97,여가도시과 / 여가시설운영팀 | 정원지원센터장 | · 정원지원센터장 | 0566-2116-0566
보건소,97,여가도시과 / 여가시설운영팀 | 정원지원센터 | · 정원지원센터 바리스타 | 02-2116-0597
보건소,97,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원(카페) | · 정원지원센터 카페 운영요원 | 02-2116-0597
보건소,97,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원(카페) | · 정원지원센터 운영요원 | 02-2116-0567
보건소,98,여가도시과 / 여가시설운영팀 | 정원지원센터 운영요원 | · 정원지원센터 운영요원 | 02-2116-0537
보건소,98,여가도시과 / 화랑대철도공원팀 | 화랑대철도공원팀장 | 화랑대철도공원팀 업무 총괄 | 02-2116-0667
보건소,98,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영 및 관리 지원 · 화랑대역사관 운영 및 관리 · 불빛정원 운영 및 관리 · 화랑대 철도공원 기간제 근로자 관리 | 02-2116-0669
보건소,98,여가도시과 / 화랑대철도공원팀 | 점장 | · 기차카페 총괄 | 02-2116-0661
보건소,98,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영요원 | 02-2116-4400
보건소,98,여가도시과 / 화랑대철도공원팀 | 주무관 | · 기차카페 운영 요원 | 02-2116-1520
보건소,98,여가도시과 / 모험시설운영팀 | 모험시설운영팀장 | 모험시설운영팀 업무 총괄 | 02-2116-7111
보건소,98,여가생활과 | 과장 | • 문화정책팀 업무 총괄 | 02-2116-7131
보건소,98,여가생활과 | 주무관 | 휴양림 운영 관리(안전)계획 수립 휴양림 운영 조례 및 예산 총괄 휴양림 운영 물품 구매 및 침구류 관리 휴양림 시설 위탁운영 관리 휴양림 행사 관리 | 02-2116-3967
보건소,98,여가생활과 | 주무관 | · 공공도서관 운영 지원 · 도서관 운영 기본계획 수립 및 시행 · 노원야외도서관[북페스티벌] 추진 · 도서관운영위원회 · 공공도서관 위탁 운영 · 도서관 문화기획 업무 지원 · 도서택배 및 동네서점바로대출서비스 업무지원 · 책배달서비스 위탁운영 관리 · 구립도서관 환경미화 위탁운영 관리 | 02-2116-0701
보건소,99,여가생활과 | 주무관 | 주민자치 | 02-2116-2493
보건소,99,여가생활과 | 주무관 | ㅇ 공사 및 용역계약 - 힐링도시국 | 02-2116-3465
보건소,99,여가생활과 | 주무관 | - 청년 문화살롱5120 운영 활성화 - 청년공유센터 운영 활성화 - 청년포털 시스템 운영 - 청년 정책홍보 전반 | 02-2116-7103
보건소,99,"여가생활과 | 주무관 | 주요시설(식당, 카페, 웰컴센터) 조성 및 운영 휴양림 운영 물품 구매(침구류, 위생용품 등) 휴양림 침구류 관리(세탁업체 용역 계약 등) 체험프로그램 개발 및 운영 휴양림 브랜딩 기획 및 관리 휴양림 사니이지 체계 총괄 | 02-2116-3976"
보건소,99,여가생활과 | 주무관 | · 도농상생 직거래장터 운영 · 목공예체험장 운영 관리 · 농지 및 농업 관련 업무 | 02-2116-0618
보건소,99,여가생활과 | 주무관 | 기간제 근로자 채용 및 복무.급여 관리 휴양림 조경 및 환경 정비 휴양림 주차장 시설 관리 휴양림 실외 시설물 안전관리(유지보수) 안전관리 물품 및 용역구매 | 02-2116-4930
보건소,99,"여가생활과 | 주무관 | 통반장, 구민표창 | 02-2116-3134"
