No,대분류(국/과),팀명,직위/이름,담당업무,전화번호,기타
3078,보건소,정원도시과 / 조경팀,주무관,○ 시설녹지 조성 및 관리 ○ 맨발길 조성 및 관리 ○ 도시구조물 벽면녹화사업 조성 관리 ○ 녹색커튼 조성・관리사업 ○ 푸른도시 서울상 공모사업,02-2116-3941
3079,보건소,정원도시과 / 조경팀,주무관,"꽃과 정원의 도시, 노원 추진 (특화화단, 걸이화분, 가로화분 등) 우리동네 동행매력정원 추진 가로정원 및 걷고싶은 길 조성관리 가로변 공유정원 조성 시민주도 도시녹화 주민제안사업 초록모아 키즈가든 조성, 도시소생태계 조성 공공시설 실내정원 조성 푸른도시 서울상 공모사업",02-2116-3961
3080,보건소,정원도시과 / 조경팀,주무관,"조경팀, 하천팀 인건비 지급 및 4대보험 등 업무처리 조경팀 행정차량 관리 나무돌보미",02-2116-3960
3081,보건소,정원도시과 / 조경팀,주무관,마을마당 및 지정보호수 관리 수목식재 사후관리,02-2116-0652
3082,보건소,정원도시과 / 조경팀,주무관,조경팀 가로녹지대 현장 관리,02-2116-3978
3083,보건소,정원도시과 / 조경팀,주무관,가로녹지대 조경팀 현장관리 및 순찰,02-2116-4937
3084,보건소,정원도시과 / 하천조경팀,하천조경팀장,하천조경팀 업무총괄,
3085,보건소,정원도시과 / 하천조경팀,주무관,"하천 생태계교란식물 제거사업 추진 하천 위험수목 정비사업 추진 하천 녹지 대장 관리 하천녹지 점용관련 협의(당현천, 묵동천, 우이천)",02-2116-0653
3086,보건소,정원도시과 / 하천조경팀,주무관,하천녹지 유지관리(중랑천) 하천녹지 점용관련 협의(중랑천) 중랑천 생태복원 및 녹화사업 중랑천 파크골프장 및 황톳길 유지관리,02-2116-0651
3087,보건소,정원도시과 / 하천조경팀,주무관,"하천 녹지경관 개선 및 지역 명소화 현장 관리 (중랑천, 당현천, 우이천, 묵동천) 하천구역(저수호안, 제방, 둔치) 내 수목·초화류 및 자생 녹지공간 현장 관리 및 민원 처리 공무직, 기간제 등 현장근로자 현장복무 관리 하천조경팀 현장 물품 및 장비 관리",
3088,보건소,여가도시과,여가도시과장,여가도시과 업무 총괄,02-2116-0542
3089,보건소,여가도시과,주무관,· 노원기차마을2관(이탈리아관) 조성 사업 추진 · 화랑대철도공원 운영 및 관리,02-2116-0668
3090,보건소,여가도시과,주무관,동 서무,02-2116-2833
3091,보건소,여가도시과,주무관,"- 청소, 수방 및 제설 - 재난안전 총괄",02-2116-2776
3092,보건소,여가도시과,주무관,o 발급여권 및 여권발급신청서 관리 o 발급여권 대조확인 o 여권교부 및 여권대조 판독 o 6개월경과 미 수령 여권 관리 o 여권심사 지원,02-2116-3287
3093,보건소,여가도시과 / 여가시설운영팀,여가시설운영팀장,여가시설운영팀 업무 총괄,02-2116-0543
3094,보건소,여가도시과 / 여가시설운영팀,주무관,o 과서무,02-2116-0544
3095,보건소,여가도시과 / 여가시설운영팀,주무관,· 국산목재 목조건축 실연사업 추진(영축산 산림복합체험센터 건립) · 초안산캠핑장 운영지원,02-2116-0625
3096,보건소,여가도시과 / 여가시설운영팀,주무관,◦ 정원지원센터 리모델링 추진 및 운영 관리 ◦ 수국축제 ◦ 힐링타운 주차장,02-2116-0624
3097,보건소,여가도시과 / 여가시설운영팀,산림치유센터장,· 산림치유센터 총괄,02-2116-2725
3098,보건소,여가도시과 / 여가시설운영팀,산림치유센터 운영요원,· 산림치유센터 운영요원,02-2116-0539
3099,보건소,여가도시과 / 여가시설운영팀,주무관,"도자기체험장, 기간제근로자",02-2116-0545
3100,보건소,여가도시과 / 여가시설운영팀,주무관,· 산림치유센터 운영관리,02-2116-0538
3101,보건소,여가도시과 / 여가시설운영팀,도자기체험장센터장,· 도자기체험장 총괄,02-3297-3953
3102,보건소,여가도시과 / 여가시설운영팀,나비정원장,"불암산나비정원장 나비정원 총괄 운영관리 나비사육, 곤충사육, 식물사육, 전시장관리, 교육프로그램 운영 등",02-2116-0558
3103,보건소,여가도시과 / 여가시설운영팀,나비정원 운영요원,나비정원 운영요원,02-2116-0553
3104,보건소,여가도시과 / 여가시설운영팀,나비정원 운영요원,나비정원 운영요원,02-2116-0559
3105,보건소,여가도시과 / 여가시설운영팀,나비정원 운영요원,· 나비정원 운영요원,02-2116-0557
3106,보건소,여가도시과 / 여가시설운영팀,정원지원센터장,· 정원지원센터장,0566-2116-0566
3107,보건소,여가도시과 / 여가시설운영팀,정원지원센터,· 정원지원센터 바리스타,02-2116-0597
3108,보건소,여가도시과 / 여가시설운영팀,정원지원센터 운영요원(카페),· 정원지원센터 카페 운영요원,02-2116-0597
3109,보건소,여가도시과 / 여가시설운영팀,정원지원센터 운영요원(카페),· 정원지원센터 운영요원,02-2116-0567
3110,보건소,여가도시과 / 여가시설운영팀,정원지원센터 운영요원,· 정원지원센터 운영요원,02-2116-0537
3111,보건소,여가도시과 / 화랑대철도공원팀,화랑대철도공원팀장,화랑대철도공원팀 업무 총괄,02-2116-0667
3112,보건소,여가도시과 / 화랑대철도공원팀,주무관,· 기차카페 운영 및 관리 지원 · 화랑대역사관 운영 및 관리 · 불빛정원 운영 및 관리 · 화랑대 철도공원 기간제 근로자 관리,02-2116-0669
3113,보건소,여가도시과 / 화랑대철도공원팀,점장,· 기차카페 총괄,02-2116-0661
3114,보건소,여가도시과 / 화랑대철도공원팀,주무관,· 기차카페 운영요원,02-2116-4400
3115,보건소,여가도시과 / 화랑대철도공원팀,주무관,· 기차카페 운영 요원,02-2116-1520
3116,보건소,여가도시과 / 모험시설운영팀,모험시설운영팀장,모험시설운영팀 업무 총괄,02-2116-7111
3117,보건소,여가생활과,과장,• 문화정책팀 업무 총괄,02-2116-7131
3118,보건소,여가생활과,주무관,휴양림 운영 관리(안전)계획 수립 휴양림 운영 조례 및 예산 총괄 휴양림 운영 물품 구매 및 침구류 관리 휴양림 시설 위탁운영 관리 휴양림 행사 관리,02-2116-3967
3119,보건소,여가생활과,주무관,· 공공도서관 운영 지원 · 도서관 운영 기본계획 수립 및 시행 · 노원야외도서관[북페스티벌] 추진 · 도서관운영위원회 · 공공도서관 위탁 운영 · 도서관 문화기획 업무 지원 · 도서택배 및 동네서점바로대출서비스 업무지원 · 책배달서비스 위탁운영 관리 · 구립도서관 환경미화 위탁운영 관리,02-2116-0701
3120,보건소,여가생활과,주무관,주민자치,02-2116-2493
3121,보건소,여가생활과,주무관,ㅇ 공사 및 용역계약 - 힐링도시국,02-2116-3465
3122,보건소,여가생활과,주무관,- 청년 문화살롱5120 운영 활성화 - 청년공유센터 운영 활성화 - 청년포털 시스템 운영 - 청년 정책홍보 전반,02-2116-7103
3123,보건소,여가생활과,주무관,"주요시설(식당, 카페, 웰컴센터) 조성 및 운영 휴양림 운영 물품 구매(침구류, 위생용품 등) 휴양림 침구류 관리(세탁업체 용역 계약 등) 체험프로그램 개발 및 운영 휴양림 브랜딩 기획 및 관리 휴양림 사니이지 체계 총괄",02-2116-3976
3124,보건소,여가생활과,주무관,· 도농상생 직거래장터 운영 · 목공예체험장 운영 관리 · 농지 및 농업 관련 업무,02-2116-0618
3125,보건소,여가생활과,주무관,기간제 근로자 채용 및 복무.급여 관리 휴양림 조경 및 환경 정비 휴양림 주차장 시설 관리 휴양림 실외 시설물 안전관리(유지보수) 안전관리 물품 및 용역구매,02-2116-4930
3126,보건소,여가생활과,주무관,"통반장, 구민표창",02-2116-3134
3127,보건소,여가생활과,주무관,방문자센터 및 개실 운영 전반,02-2116-4940
3128,보건소,여가생활과 / 여가생활지원팀,여가생활지원팀장,여가생활지원팀 업무 총괄,02-2116-0620
3129,보건소,여가생활과 / 도서관정책팀,도서관정책팀장,조사팀 업무 총괄,02-2116-3062
3130,보건소,여가생활과 / 도서관정책팀,도서관정책팀장,조사팀 업무 총괄,02-2116-3062
3131,보건소,여가생활과 / 도서관시설팀,도서관시설팀장,도서관시설팀 업무 총괄,02-2116-0699
3132,보건소,여가생활과 / 수락휴운영팀,수락휴운영팀장,수락휴운영팀 업무 총괄,02-2116-3959
3133,보건소,도시경관과,도시경관과장,도시경관과 업무 총괄,02-2116-4030
3134,보건소,도시경관과,주무관,o 거주자우선주차장 관리 및 신설 o 부설주차장 지도점검 및 관리(상계동),02-2116-4102
3135,보건소,도시경관과,주무관,"- 미래인재양성교육특구 관련 업무 - 교육청(학원) 업무 협조 사항 및 관학 협력사업 - 교육발전위원회, 교육영향평가위원회 - 노원과학영재교육원 운영, 멘토링 이음단 업무",02-2116-4442
3136,보건소,도시경관과 / 가로개선팀,가로개선팀장,가로개선팀 업무 총괄,02-2116-4026
3137,보건소,도시경관과 / 가로개선팀,주무관,○ 노점 현장단속총괄 ○ 노원형 거리가게 교체사업 ○ 수락산벽운계곡 환경개선 ○ 시선제 임용 등 총괄관리 ○ 상생위원회 운영 및 관리,02-2116-4025
3138,보건소,도시경관과 / 가로개선팀,주무관,"○ 區노점 총괄 및 실태조사 실시 - 거리가게(노점) 도로점용허가 관련 점용료, 변상금, 대부료 등 ○ 진정, 집단민원 처리 ○ 가로개선 가이드북 관리",02-2116-4023
3139,보건소,도시경관과 / 가로개선팀,주무관,과 서무,02-2116-4010
3140,보건소,도시경관과 / 가로개선팀,주무관,○ 보도상 영업시설물 관리 ○ 응답소 민원 총괄 ○ 단속반 일일 정비 지시 및 일지 ○ 가로개선 가이드북 관리,02-2116-4022
3141,보건소,도시경관과 / 가로개선팀,주무관,"○ 민원사항 처리(상담민원, 182) ○ 가로개선 가이드북 카드 정리 ○ 정보공개청구관리 ○ 도로법 위반행위 처분 및 관리 ○ 세외수입 체납, 압류 관리 ○ 가로개선 차량 관리 및 유류비 지급",02-2116-4028
3142,보건소,도시경관과 / 가로개선팀,주무관,"○ 노점운영기금 운용 ○ 가로개선 창고 관리 ○ 노점방지용 화분관리, 노점후면게시대 관리 ○ 민원사항 처리(SNS, 구바다) ○ 가로환경 살피미단 운영 ○ 시선임 급여 등 관리",02-2116-4024
3143,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비(1호차),
3144,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,
3145,보건소,도시경관과 / 가로개선팀,주무관,현장근무,02-2116-4991
3146,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비 (1호차 반장),02-2116-4024
3147,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비 (3호차 반장),02-2116-4024
3148,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,
3149,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,02-2116-4028
3150,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,02-2116-4028
3151,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,02-2116-4028
3152,보건소,도시경관과 / 가로개선팀,주무관,가로환경정비,
3153,보건소,도시경관과 / 공공디자인팀,공공디자인팀장,공공디자인팀 업무 총괄,02-2116-0671
3154,보건소,도시경관과 / 공공디자인팀,주무관,"○ 공공디자인 진흥사업 추진, 주민제안 사업 추진 - 공공디자인 진흥계획, 유니버설디자인 기본계획 등 수립 - 월계지하차도 보행로 환경개선, 대진고 옆 벽화재정비 사업 ○ 공공디자인 가이드라인 및 표준디자인 개발 - 공사장 가림벽 디자인 가이드라인 수립 및 운영 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 및 기타 - 부서별 추진사업의 디자인 검토, 협의 및 모니터링 - 홈페이지 관리: 디자인 관련 자료",02-2116-3834
3155,보건소,도시경관과 / 공공디자인팀,주무관,"○ 공공디자인 진흥계획, 조례, 위원회 관리 - 공공 유니버설 디자인 진흥계획 수립 - 공공 유니버설 디자인, 공공조형물 등의 조례 및 위원회 관리 ○ 공공디자인 진흥사업 추진 - 도시미관 관련 공공시설물(105종) 통합관리 - 공공 조형물, 진흥사업 시설물 상태점검 및 유지관리 ○ 예산, 회계, 복무 등 - 공공디자인진흥사업 행사, 예산, 회계, 급여, 복무, 비품관리",02-2116-0673
3156,보건소,도시경관과 / 공공디자인팀,주무관,"○ 공공디자인 진흥사업 추진 - 노원 빛의 거리 조성사업 추진(수락산 디자인거리, 경춘선 공릉숲길) ○ 공공디자인 가이드라인 및 표준디자인 개발 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 - 디자인 검토, 협의 및 모니터링 - 항공촬영",02-2116-0672
3157,보건소,도시경관과 / 경관개선팀,경관개선팀장,경관개선팀 업무 총괄,02-2116-3874
3158,보건소,도시경관과 / 경관개선팀,주무관,○ 노원역 문화의 거리 일부 간판개선사업 ○ 공릉동 일대 간판개선사업 유지 ○ 구정홍보판 유지·관리 ○ 광고물 기간연장 및 관리(통계) ○ 광고물 허가·신고·안전점검 및 민원처리(상계1동~상계5동) ○ 전단지 및 가로등 현수기 신고처리,02-2116-3871
3159,보건소,도시경관과 / 경관개선팀,주무관,- 공공용·상업용현수막게시대 관리 운영 - 친환경현수막 전용게시대 관리 운영 - 도로점용료 및 세외수입 업무 - 옥외광고사업자 등록 및 관리 - 교통수단 및 교통시설 이용광고물,02-2116-3872
3160,보건소,도시경관과 / 경관개선팀,주무관,○ 25년 문화의거리 일부 간판개선사업 ○ 빛공해 관련 업무 ○ 광고물 허가·신고·안전점검 및 민원처리,02-2116-3873
3161,보건소,도시경관과 / 광고물개선팀,광고물개선팀장,광고물개선팀 업무 총괄,02-2116-2522
3162,보건소,도시경관과 / 광고물개선팀,주무관,"• 옥외광고발전기금 및 조례 관리 • 옥외광고발전기금운용심의위원회 운영 관리 • 불법 유동광고물 부착방지시트 설치 사업 추진 • 불법광고물(에어라이트, 입간판 등) 수거광고물 처리 • 불법광고물 정비 총괄계획 수립 • 주말 기간제근로자 임금 등 관리업무",02-2116-4029
3163,보건소,도시경관과 / 광고물개선팀,주무관,"○ 관내순찰 및 불법 유동광고물 정비1조장(상계6,7동, 중계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 ○ 공공근로, 주말 기간제근로자 관리 및 현장 업무 총괄",02-2116-3877
3164,보건소,도시경관과 / 광고물개선팀,주무관,"○ 불법 유공광고물 정비 업무 총괄 및 행정처분, 세외수입 ○ 주말 및 야간 단속 근무조 운영 관리 ○ 불법광고물 일일 정비내역 통계관리 ○ 불법광고물 수거물 창고 등 관리 ○ 문화노원 가로개선 밴드 업무 총괄",02-2116-3870
3165,보건소,도시경관과 / 광고물개선팀,주무관,"○ 관내순찰 및 불법 유동광고물 정비3조장(공릉동, 월계동, 하계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리",02-2116-3856
3166,보건소,도시경관과 / 광고물개선팀,주무관,• 불법 고정광고물 정비업무 총괄 및 행정처분 - 위험·무주간판 등 고정광고물 조사 및 처리 등(철거용역) - (건물부착 현수막 포함) 고정광고물 민원 처리 및 행정처분 • 불법 고정광고물 세외수입 업무(부과 및 체납관리 등) • 불법 유동광고물 수거보상제 업무 • 불법광고물 일일 정비내역 통계관리 • 공공근로 임금 등 관리 업무,02-2116-3876
3167,보건소,도시경관과 / 광고물개선팀,주무관,○ 관내순찰 및 불법 유동광고물 정비2조장(상계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리,02-2116-3854
3168,보건소,도시경관과 / 광고물개선팀,주무관,○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원,02-2116-3857
3169,보건소,도시경관과 / 광고물개선팀,주무관,○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원,02-2116-3858
3170,보건소,도시경관과 / 광고물개선팀,주무관,○ 관내순찰 및 불법 유동광고물 정비 ○ 불법유동광고물 정비 및 고정광고물 민원처리,02-2116-3855
3171,보건소,탄소중립국,국장,탄소중립추진단 업무 총괄,02-2116-3220
3172,보건소,탄소중립도시과,주무관,녹색환경과 지원근무,02-2116-3207
3173,보건소,탄소중립도시과 / 탄소중립정책팀,탄소중립정책팀장,탄소중립정책팀 업무 총괄,02-2116-3203
3174,보건소,탄소중립도시과 / 탄소중립정책팀,주무관,"○ 국/과서무, 예산, 회계, 인사",02-2116-3097
3175,보건소,탄소중립도시과 / 탄소중립정책팀,주무관,기후적응계획수립 기후대응기금,02-2116-3223
3176,보건소,탄소중립도시과 / 탄소중립정책팀,주무관,○ 탄소중립 정책 홍보 및 교육 ○ 탄소중립 민관협력 사업 ○ 탄소중립 대외협력,02-2116-3200
3177,보건소,탄소중립도시과 / 녹색건축지원센터,녹색건축지원센터장,녹색건축지원센터 총괄,02-2116-3174
3178,보건소,탄소중립도시과 / 녹색건축지원센터,주무관,노후주택 에너지효율화사업 G.R. 사업 ZEB인증 사전검토,02-2116-3175
3179,보건소,탄소중립도시과 / 녹색건축지원센터,주무관,· 공공건축물 에너지관리시스템 설치 및 운영 · 건물 에너지 효율화 사업 지원 · 공공건축물 탄소배출량 평가 및 절감,02-2116-3176
3180,보건소,탄소중립도시과 / 자전거도시팀,자전거도시팀장,자전거문화팀 업무 총괄,02-2116-0627
3181,보건소,탄소중립도시과 / 자전거도시팀,주무관," 자전거 문화센터 건립  자전거 친화도시 종합계획 수립  자전거 친화도시 선포식(탄소중립지원센터 협력)  신규 개발업무 추진  예산 및 주요 업무계획 수립  공공 자전거(따릉이) 시책사업  자전거 교실 개설 및 운영(초급, 중급)  어린이 교통공원 운영 지원",02-2116-0632
3182,보건소,탄소중립도시과 / 자전거도시팀,주무관,"자전거도로, 자전거 이용시설물 유지관리 자전거 공기주입기 유지관리 자전거시설물 영조물 손해배상공제 킥보드(PM) 주차존 설치(보행질서 준수 안내 및 홍보) 자전거 이용시설물 안내지도 제작 및 홍보",02-2116-0631
3183,보건소,탄소중립도시과 / 자전거도시팀,주무관,○ 불법유동광고물 과태료 부과,02-2116-0630
3184,보건소,탄소중립도시과 / 자전거도시팀,주무관,"자전거대여소, 자전거이용시설물 등",02-2116-0629
3185,보건소,탄소중립도시과 / 에너지관리팀,에너지관리팀장,에너지관리팀 업무 총괄,02-2116-3205
3186,보건소,탄소중립도시과 / 에너지관리팀,주무관,○ 태양광 미니발전소 민간부분 보급사업 추진 ○ 온실가스⦁에너지목표관리제 업무 ○ 노원형 발전차액 지원제도 운영 ○ 건물에너지 효율화 사업 업무 ○ 건물분야 탄소중립 추진계획 수립 ○ 공공건축물 ZEB 자문회의 ○ 대지외 신재생에너지 실증사업 ○ 그린리모델링 연구용역,02-2116-3217
3187,보건소,탄소중립도시과 / 에너지관리팀,주무관,"도시가스,고압가스,lpg,전문건설업,에너지바우처",02-2116-3221
3188,보건소,탄소중립도시과 / 에너지관리팀,주무관,○ 송전선로 지중화 관련 업무 ○ 신재생에너지 보급 사업 ○ 공공태양광 시설 유지 보수 관리 ○ 에너지절약 및 에너지 사용 제한 업무 ○ 전기 안전관리 및 전기용품 관리 업무 ○ 전기공사업 및 전기사업 관리 업무 ○ 대규모 정전 등 안전관리 ○ 신재생에너지 융복합지원사업 ○ 건물온실가스 총량제 및 등급제 관리 ○ 창동차량기지 RE100 단지 조성 관련 업무,02-2116-3204
3189,보건소,녹색환경과,녹색환경과장,녹색환경과 업무 총괄,02-2116-3222
3190,보건소,녹색환경과,주무관,"○ 노인의날 행사(정) ○ 경로당 운영 및 운영비 등 지원 - 냉난방비, 양곡비 지원 ○ 경로당 설치 신고 ○ 경로당 편의물품 지원",02-2116-3757
3191,보건소,녹색환경과 / 녹색환경지원팀,녹색환경지원팀장,녹색환경지원팀 업무 총괄,02-2116-3219
3192,보건소,녹색환경과 / 녹색교통팀,녹색교통팀장,녹색교통팀 업무 총괄,02-2116-2851
3193,보건소,녹색환경과 / 환경관리팀,환경관리팀장,• 환경관리팀 업무 총괄,02-2116-3212
3194,보건소,녹색환경과 / 환경관리팀,주무관,"• 폐수배출시설 관리 총괄 • 배출시설 통합 지도·점검 및 폐수분야 기술지원 • 하천 수질검사, 수질오염사고 대응, 제독장비 관리",02-2116-3210
3195,보건소,녹색환경과 / 환경관리팀,주무관,"• 대기배출시설 관리 총괄 • 환경범죄 관리 총괄 • 배출시설 통합 지도·점검 및 대기분야 기술지원 • 환경전문공사업, 측정대행업, 저수조 청소업 • 소규모 사업장 방지(저감)시설·IOT 지원사업 추진",02-2116-3214
3196,보건소,녹색환경과 / 환경관리팀,주무관,• 환경개선부담금 관리 총괄 • 저소득층 친환경보일러 설치 지원사업 추진 • 유해화학물질 사고·재난 관련 대응 매뉴얼 관리,02-2116-3213
3197,보건소,녹색환경과 / 환경관리팀,주무관,• 특정토양오염시설·휘발성유기화합물질 배출시설 관리 총괄 • 기타수질오염원·잔류성오염물질(관리대상기기) 관리 • 환경기술인(수질·대기) 교육 지원 • 환경개선부담금 압류해제 지원,02-2116-3211
3198,보건소,녹색환경과 / 생활환경팀,생활환경팀장,• 생활환경팀 업무 총괄,02-2116-3225
3199,보건소,자원순환과 / 도시청결팀,자원순환과장,자원순환과 업무 총괄,02-2116-3820
3200,보건소,자원순환과 / 도시청결팀,도시청결팀장,도시청결팀 업무 총괄,02-2116-3809
3201,보건소,자원순환과 / 도시청결팀,주무관,생활폐기물,02-2116-3808
3202,보건소,자원순환과 / 도시청결팀,주무관,"서무, 공무관 총괄",02-2116-3801
3203,보건소,자원순환과 / 도시청결팀,주무관,무단투기 총괄,02-2116-3803
3204,보건소,자원순환과 / 도시청결팀,주무관,종량제 봉투 제작관리 등,02-2116-3800
3205,보건소,자원순환과 / 도시청결팀,주무관,사업장폐기물,02-2116-3806
3206,보건소,자원순환과 / 도시청결팀,주무관,"대형생활폐기물, 소형폐가전",02-2116-3807
3207,보건소,자원순환과 / 도시청결팀,주무관,응답소,02-2116-3821
3208,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3209,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3210,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3211,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3212,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3213,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3214,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3215,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3216,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3217,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3218,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3219,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3220,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3221,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3222,보건소,자원순환과 / 도시청결팀,주무관,청소현장근무,02-2116-4991
3223,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3224,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3225,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3226,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3227,보건소,자원순환과 / 도시청결팀,주무관,무단투기단속,02-2116-3802
3228,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3229,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3230,보건소,자원순환과 / 도시청결팀,주무관,무단투기 단속,02-2116-3802
3231,보건소,자원순환과 / 자원재활용팀,자원재활용팀장,자원재활용팀 업무 총괄,02-2116-3824
3232,보건소,자원순환과 / 자원재활용팀,주무관,- 재활용 수거 관련 민원업무 등,02-2116-3827
3233,보건소,자원순환과 / 자원재활용팀,주무관,"의류수거함, 폐비닐",02-2116-3810
3234,보건소,자원순환과 / 자원재활용팀,주무관,"1회용품, 커피박, 재활용기금",02-2116-3805
3235,보건소,자원순환과 / 음식물자원화팀,음식물자원화팀장,음식물자원화팀 업무 총괄,02-2116-3814
3236,보건소,자원순환과 / 음식물자원화팀,주무관,ㆍRFID 종량기 및 감량기 관리  ㆍ음식물류폐기물 다량배출사업장,02-2116-3813
3237,보건소,자원순환과 / 음식물자원화팀,주무관,"음식물류폐기물 처리업체 관리, 음식물류폐기물 납부필증 관리 등",02-2116-3811
3238,보건소,자원순환과 / 시설장비팀,시설장비팀장,시설장비팀 업무 총괄,02-2116-3819
3239,보건소,자원순환과 / 시설장비팀,주무관,공중화장실 및 민간개방화장실 등 관리,02-2116-3815
3240,보건소,자원순환과 / 시설장비팀,주무관,청소차량차고지 및 차량 관리,02-2116-3817
3241,보건소,자원순환과 / 시설장비팀,주무관,차량 정비 업무 및 정비고 현장관리,02-2116-4993
3242,보건소,자원순환과 / 시설장비팀,주무관,개인하수처리시설 관리,02-2116-3823
3243,보건소,자원순환과 / 시설장비팀,주무관,차량정비.시설물관리,02-2116-4997
3244,보건소,보건소,보건소장,보건소 업무 총괄,02-2116-3023
3245,보건소,보건위생과,보건위생과장,보건위생과 업무 총괄,02-2116-4330
3246,보건소,보건위생과 / 보건정책팀,보건정책팀장,보건정책팀 업무 총괄,02-2116-4313
3247,보건소,보건위생과 / 보건정책팀,주무관,"국서무 구의회,인사,예산 등 협업추진 업무 일상경비 집행,정산, 예결산 업무 일반임기제공무원(기관장/의사) 채용 및 관리",02-2116-4311
3248,보건소,보건위생과 / 보건정책팀,주무관,보건소 봉급·수당 관리 지역보건의료계획 업무 일반지출업무,02-2116-4310
3249,보건소,보건위생과 / 보건정책팀,주무관,과서무 보건소(지소포함) 의료폐기물 관리 지역보건의료계획(PHIS) 시스템관리,02-2116-4309
3250,보건소,보건위생과 / 보건정책팀,주무관,○ 보건소 청사관리 ○ 충무계획 수립 및 보안업무 관리 ○ 서울형 보건지소 건립 업무 ○ 보건소 중대재해 관리 지원,02-2116-4306
3251,보건소,보건위생과 / 보건정책팀,주무관,보건소 차량관리(정기검사 및 점검 등) 보건소 의료지원 관리,02-2116-4303
3252,보건소,보건위생과 / 보건정책팀,주무관,보건관리자,02-2116-4321
3253,보건소,보건위생과 / 보건정책팀,주무관,안전관리자,02-2116-4389
3254,보건소,보건위생과 / 보건정책팀,주무관,민원실 총괄 민원접수 및 발급 민원실 기간제근로자 관리,02-2116-4503
3255,보건소,보건위생과 / 보건정책팀,주무관,- 민원 접수 및 발급,02-2116-4502
3256,보건소,보건위생과 / 보건정책팀,주무관,민원 접수 및 발급 업무,02-2116-4502
3257,보건소,보건위생과 / 보건정책팀,주무관,민원접수 및 발급,02-2116-4504
3258,보건소,보건위생과 / 보건정책팀,주무관,보건소 비서실 보건소 계약,02-2116-3024
3259,보건소,보건위생과 / 식품위생팀,식품위생팀장,식품위생팀 업무 총괄,02-2116-4320
3260,보건소,보건위생과 / 식품위생팀,주무관,"식품위생분야 종합평가 총괄 식품진흥기금 식품접객업 인허가(상계1, 8~9동)",02-2116-4317
3261,보건소,보건위생과 / 식품위생팀,주무관,식품접객업소 위생관리 총괄 위생지도 서비스 및 식품수거 식품위생감시원 관리 식중독 관련 지원 변종업소 지도 점검 업무,02-2116-4308
3262,보건소,보건위생과 / 식품위생팀,주무관,"• 집단급식소 관리 및 위탁급식업소 관리 총괄 • 식중독 관련 업무 • (신규, 지위승계, 폐업)월별 현황 관련기관 통보 • 중계동 민원처리",02-2116-4324
3263,보건소,보건위생과 / 식품위생팀,주무관,"모범음식점 및 위생등급제 관리 음식문화개선사업 음식점 특화사업, 공릉동 국수거리 관리 푸드트럭 총괄",02-2116-4318
3264,보건소,보건위생과 / 식품위생팀,주무관,청소년유해업소 야간지도점검 총괄 무신고업소 고발 및 식품자동판매기 지도점검 식품접객업 내 어린이 놀이시설 관리 재난배상책임보험 및 손실보상,02-2116-4385
